Enlapse	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine1	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine2	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3	CellLine3
seeding	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K	10K
condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	Condition	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff	GeneOff
compound	Control_DMSO_Drug-A	Control_DMSO_Drug-B	Control_DMSO_Drug-C	Drug-A	Drug-A	Drug-A	Drug-A	Drug-A	Drug-A	Drug-A	Drug-B	Drug-B	Drug-B	Drug-B	Drug-B	Drug-B	Drug-B	Drug-C	Drug-C	Drug-C	Drug-C	Drug-C	Drug-C	Drug-C	DMSO_Drug-A_GeneOff	DMSO_Drug-B_GeneOff	DMSO_Drug-C_GeneOff	Drug-A_GeneOff	Drug-A_GeneOff	Drug-A_GeneOff	Drug-A_GeneOff	Drug-A_GeneOff	Drug-A_GeneOff	Drug-A_GeneOff	Drug-B_GeneOff	Drug-B_GeneOff	Drug-B_GeneOff	Drug-B_GeneOff	Drug-B_GeneOff	Drug-B_GeneOff	Drug-B_GeneOff	Drug-C_GeneOff	Drug-C_GeneOff	Drug-C_GeneOff	Drug-C_GeneOff	Drug-C_GeneOff	Drug-C_GeneOff	Drug-C_GeneOff	Control_DMSO_Drug-A	Control_DMSO_Drug-B	Control_DMSO_Drug-C	Drug-A	Drug-A	Drug-A	Drug-A	Drug-A	Drug-A	Drug-A	Drug-B	Drug-B	Drug-B	Drug-B	Drug-B	Drug-B	Drug-B	Drug-C	Drug-C	Drug-C	Drug-C	Drug-C	Drug-C	Drug-C	DMSO_Drug-A_GeneOff	DMSO_Drug-B_GeneOff	DMSO_Drug-C_GeneOff	Drug-A_GeneOff	Drug-A_GeneOff	Drug-A_GeneOff	Drug-A_GeneOff	Drug-A_GeneOff	Drug-A_GeneOff	Drug-A_GeneOff	Drug-B_GeneOff	Drug-B_GeneOff	Drug-B_GeneOff	Drug-B_GeneOff	Drug-B_GeneOff	Drug-B_GeneOff	Drug-B_GeneOff	Drug-C_GeneOff	Drug-C_GeneOff	Drug-C_GeneOff	Drug-C_GeneOff	Drug-C_GeneOff	Drug-C_GeneOff	Drug-C_GeneOff	Control_DMSO_Drug-A	Control_DMSO_Drug-B	Control_DMSO_Drug-C	Drug-A	Drug-A	Drug-A	Drug-A	Drug-A	Drug-A	Drug-A	Drug-B	Drug-B	Drug-B	Drug-B	Drug-B	Drug-B	Drug-B	Drug-C	Drug-C	Drug-C	Drug-C	Drug-C	Drug-C	Drug-C	DMSO_Drug-A_GeneOff	DMSO_Drug-B_GeneOff	DMSO_Drug-C_GeneOff	Drug-A_GeneOff	Drug-A_GeneOff	Drug-A_GeneOff	Drug-A_GeneOff	Drug-A_GeneOff	Drug-A_GeneOff	Drug-A_GeneOff	Drug-B_GeneOff	Drug-B_GeneOff	Drug-B_GeneOff	Drug-B_GeneOff	Drug-B_GeneOff	Drug-B_GeneOff	Drug-B_GeneOff	Drug-C_GeneOff	Drug-C_GeneOff	Drug-C_GeneOff	Drug-C_GeneOff	Drug-C_GeneOff	Drug-C_GeneOff	Drug-C_GeneOff
concentration	0.1 %	0.1 %	0.1 %	11111.1 nM	1234.6 nM	137.2 nM	33333.3 nM	3703.7 nM	411.5 nM	45.7 nM	11111.1 nM	1234.6 nM	137.2 nM	33333.3 nM	3703.7 nM	411.5 nM	45.7 nM	1.4 nM	10.67 nM	16 nM	2.11 nM	3.16 nM	4.74 nM	7.11 nM	0.1 %	0.1 %	0.1 %	11111.1 nM	1234.6 nM	137.2 nM	33333.3 nM	3703.7 nM	411.5 nM	45.7 nM	11111.1 nM	1234.6 nM	137.2 nM	33333.3 nM	3703.7 nM	411.5 nM	45.7 nM	1.4 nM	10.67 nM	16 nM	2.11 nM	3.16 nM	4.74 nM	7.11 nM	0.1 %	0.1 %	0.1 %	11111.1 nM	1234.6 nM	137.2 nM	33333.3 nM	3703.7 nM	411.5 nM	45.7 nM	11111.1 nM	1234.6 nM	137.2 nM	33333.3 nM	3703.7 nM	411.5 nM	45.7 nM	1.4 nM	10.67 nM	16 nM	2.11 nM	3.16 nM	4.74 nM	7.11 nM	0.1 %	0.1 %	0.1 %	11111.1 nM	1234.6 nM	137.2 nM	33333.3 nM	3703.7 nM	411.5 nM	45.7 nM	11111.1 nM	1234.6 nM	137.2 nM	33333.3 nM	3703.7 nM	411.5 nM	45.7 nM	1.4 nM	10.67 nM	16 nM	2.11 nM	3.16 nM	4.74 nM	7.11 nM	0.1 %	0.1 %	0.1 %	11111.1 nM	1234.6 nM	137.2 nM	33333.3 nM	3703.7 nM	411.5 nM	45.7 nM	11111.1 nM	1234.6 nM	137.2 nM	33333.3 nM	3703.7 nM	411.5 nM	45.7 nM	1.4 nM	10.67 nM	16 nM	2.11 nM	3.16 nM	4.74 nM	7.11 nM	0.1 %	0.1 %	0.1 %	11111.1 nM	1234.6 nM	137.2 nM	33333.3 nM	3703.7 nM	411.5 nM	45.7 nM	11111.1 nM	1234.6 nM	137.2 nM	33333.3 nM	3703.7 nM	411.5 nM	45.7 nM	1.4 nM	10.67 nM	16 nM	2.11 nM	3.16 nM	4.74 nM	7.11 nM
23/06/2020 13:30_26/06/2020 13:30	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143
0.0	0.0	0.0	0.0	0.1904198	0.05389303	-0.032012463	0.26802474	0.1269024	-0.03515351	-0.0063260794	0.08767748	0.04103571	0.06901091	0.06538743	-0.0066866875	0.029797971	0.08915728	-0.1136539	-0.071258664	-0.031927466	-0.002001524	-0.0040738583	-0.02041769	-0.03077519	-0.04503107	0.08850676	0.023889542	0.11950427	-0.005938649	-0.036580086	0.21375489	0.092362165	-0.10894358	0.012503862	0.008756697	-0.024139404	0.074073315	0.03736472	0.020123124	-0.050032496	0.05871272	-0.002473712	-0.019417048	-0.03334427	0.0072717667	-0.029262424	-0.057608843	-0.017702341	0.0	0.0	0.0	0.1513282	0.03715861	0.0034654737	0.19304925	0.045836568	0.021690428	0.012227774	-0.008928776	-0.023740888	0.026952863	0.02691114	-0.020549417	-0.009106278	0.040920675	0.033276618	-0.024779439	0.044282317	0.019332588	-0.0042635202	-0.015232444	-0.017094254	-0.023296952	0.048451483	0.09447771	0.12341392	0.025818348	0.031965435	0.26573277	0.087142766	0.020801187	0.028101206	0.08719075	0.0006663203	0.09615141	0.064864576	0.04409653	0.08681077	0.07250929	0.10908592	-0.03567767	0.06634498	0.08961052	0.009983897	0.04878211	-0.009560466	0.0	0.0	0.0	0.105867386	0.012691379	-0.059604645	0.2370081	0.10366386	-0.053006053	0.01545763	0.038396418	-0.016082168	0.041636467	0.029024303	0.009279013	0.0082240105	0.05932027	0.059714675	-0.054235697	-0.01701498	-0.0026940107	-0.018628716	-0.012298465	-0.005277276	0.0071205497	0.093069434	0.06371671	0.1752097	0.06298959	0.05841458	0.27626985	0.06402552	-0.005171776	0.07693732	0.08768624	0.013264656	0.070399225	0.11196756	0.041846097	0.08121008	0.07746899	0.027749062	0.09217149	0.1090498	0.07144737	0.08587366	0.06767374	0.0040362477
3.0	0.0	0.0	0.0	0.27818465	0.10679227	-0.016657948	0.31153005	0.24436009	-0.011761427	-0.023273587	0.1361959	0.017813385	0.05914861	0.11375749	0.0053179264	0.017972052	0.08032614	-0.09223056	-0.055116773	-0.028135657	0.004188299	-0.005084753	-0.0062630177	-0.029165983	-0.041338086	0.08391005	0.034557104	0.20817399	0.033845663	-0.029800653	0.25380003	0.20082039	-0.0986532	0.004627824	0.060836136	-0.037850976	0.06899297	0.110022426	0.04778284	-0.04693234	0.04976982	0.009235799	0.0008773804	-0.0010793209	0.022447526	-0.018957257	-0.05058086	-0.014154911	0.0	0.0	0.0	0.22599101	0.05767733	0.01049149	0.23236567	0.123146296	0.023288667	0.0056948066	0.02875948	-0.024029851	0.023948967	0.07339895	-0.007457018	-0.02204907	0.0351786	0.0363425	-0.025886178	0.038440764	0.0072321296	-0.020840406	-0.013292551	-0.017804027	-0.029663444	0.054950416	0.10685533	0.1661799	0.058190584	0.041767716	0.28698057	0.15117979	0.037164807	0.03905475	0.1528998	0.005729735	0.11003232	0.12428218	0.07285106	0.07356244	0.082715034	0.11129254	-0.008121848	0.079054415	0.100414455	0.051491737	0.048995435	-0.0020116568	0.0	0.0	0.0	0.17307651	0.07087642	-0.03350699	0.26196057	0.19702697	-0.0076264143	0.03687495	0.08339411	-0.036482334	0.0056533813	0.080225825	0.008464277	-0.014579892	0.035636842	0.06004703	-0.043450117	-0.010310769	0.009996593	-0.0043776035	-0.009071708	0.0033804178	0.021756113	0.072833836	0.07019001	0.23128891	0.13999814	0.08719581	0.30618918	0.15094417	0.029820621	0.096399605	0.13013035	-0.011067629	0.051460445	0.17586601	0.052944243	0.058986604	0.059609175	0.03749144	0.100143015	0.12437099	0.084460616	0.08558202	0.08151102	0.023865879
6.0	0.0	0.0	0.0	0.36275256	0.13808298	-0.021129847	0.37174368	0.3277638	0.007143438	-0.021770597	0.19597208	0.047308266	0.05557245	0.17134643	0.06435639	0.03756392	0.07679266	-0.07116771	-0.04875338	-0.034795523	0.0043611526	0.0031120777	-0.0039794445	-0.042212605	-0.041309953	0.08761257	0.02931279	0.30110723	0.07459164	-0.03668058	0.32802087	0.29083252	-0.06562507	0.0025564432	0.1254288	-0.013594985	0.07978946	0.16205245	0.09821594	-0.027909398	0.058457494	0.0069097877	0.0053275824	-0.0013585091	0.019310713	-0.019043922	-0.04518318	-0.014212847	0.0	0.0	0.0	0.27996945	0.053932548	-0.008455038	0.2793147	0.16649878	0.027809799	-0.0034810305	0.076667786	-0.029082656	0.03186345	0.10367727	0.024384797	-0.02067542	0.022618234	0.02516985	-0.031933546	0.021439075	-0.0014749765	-0.0023441315	-0.023842096	-0.019792676	-0.008748174	0.062830806	0.10515267	0.21542138	0.06623769	0.04931736	0.32424712	0.19663745	0.047744453	0.047202528	0.2041446	0.034041286	0.12159318	0.1720208	0.12436563	0.0956471	0.09751439	0.116414666	-0.011385202	0.074528694	0.10384792	0.0499869	0.056806207	0.010149717	0.0	0.0	0.0	0.23649913	0.12358767	-0.0254457	0.29451853	0.26695573	-0.007445812	0.035517573	0.14123869	-0.0050011873	0.033858955	0.13801646	0.062639356	0.014239967	0.04873717	0.053011894	-0.05148244	-0.00069379807	0.017317474	-0.010138512	-0.006243348	0.0045707226	0.03030771	0.0837149	0.061897397	0.28368658	0.1642769	0.092500925	0.3216607	0.23345703	0.036769032	0.0967648	0.18959236	0.028284192	0.08198321	0.21396756	0.105324745	0.07879472	0.067375004	0.038458645	0.09713745	0.11803126	0.08231342	0.08695042	0.08139604	0.028945804
9.0	0.0	0.0	0.0	0.41362792	0.1908716	-0.01431489	0.42547977	0.3857996	0.018498719	-0.026755333	0.25184345	0.08643341	0.06458467	0.22096896	0.118953526	0.068012774	0.082303524	-0.06257236	-0.054442763	-0.032796502	-0.0040929317	-0.005617261	-0.009281158	-0.04820192	-0.03657949	0.091585994	0.01734966	0.35958815	0.133883	-0.030969381	0.38665152	0.3512172	-0.04994023	0.009067953	0.18277556	0.019934952	0.10088378	0.21639395	0.15314168	-0.0030225515	0.05893016	0.005779803	0.011159956	-0.007533908	0.006814599	-0.025470734	-0.04879403	-0.017799735	0.0	0.0	0.0	0.33715492	0.08653879	0.01169771	0.35061008	0.23460221	0.04537165	0.004018903	0.12979913	-0.0045030117	0.043857157	0.15386033	0.06712484	0.004951775	0.028924346	0.033374906	-0.010122061	0.036120117	0.015497327	0.010953128	-0.0007996559	-0.0037674904	0.03846425	0.078149736	0.13211197	0.32647866	0.1256311	0.082350135	0.36820412	0.2529207	0.07602161	0.07195526	0.24430734	0.07602692	0.13030541	0.228926	0.17373163	0.12908828	0.11398333	0.1334104	0.024393916	0.09790981	0.12811875	0.0734362	0.08908808	0.058342397	0.0	0.0	0.0	0.2796901	0.16479808	-0.0321846	0.34082597	0.3261966	-0.01033926	0.022474289	0.17552423	0.021575809	0.033915102	0.18176645	0.098523915	0.029293776	0.040147185	0.04650724	-0.04714644	0.006268859	0.008967817	-0.014915824	-0.008949637	0.0061505437	0.047459006	0.08861089	0.06547326	0.31257683	0.19560027	0.093276024	0.35507542	0.28627056	0.03622675	0.097659886	0.2274307	0.07368952	0.08365238	0.26461166	0.13679439	0.099746585	0.06560844	0.03716159	0.09985608	0.13672632	0.07378429	0.08416265	0.08566165	0.02604115
12.0	0.0	0.0	0.0	0.45727098	0.24542052	-0.021555066	0.46637958	0.43751264	0.029756725	-0.028872967	0.29820758	0.12718159	0.07442725	0.26507413	0.16702598	0.09056312	0.07432234	-0.054658055	-0.03634	-0.01304543	-0.01612866	-0.016816378	-0.016236305	-0.048476577	0.005120039	0.09522921	0.019465506	0.39718974	0.19880146	-0.031508923	0.42540443	0.40374267	-0.027050018	0.0028381944	0.23217446	0.058914006	0.09880704	0.2596125	0.19715399	0.01877135	0.057982445	-0.003160596	0.018846571	0.030494511	0.002452135	-0.026710749	-0.061773896	-0.026430964	0.0	0.0	0.0	0.40253717	0.105796576	-0.0069577694	0.392358	0.2903456	0.029315531	-0.0022109747	0.19456965	0.030266702	0.048624218	0.22661036	0.12197739	0.04181677	0.029017866	0.03591466	-0.0010037422	0.041735232	0.019673884	0.018641591	0.00066155195	-0.0049604177	0.050965488	0.10008514	0.14636087	0.38616925	0.15657955	0.085746944	0.4283641	0.31453025	0.09028649	0.06880206	0.30241275	0.12498981	0.15550691	0.28465843	0.23624462	0.18955946	0.13446093	0.15146023	0.03755498	0.117795944	0.1366123	0.076809525	0.10324091	0.07475066	0.0	0.0	0.0	0.31286705	0.19817072	-0.06149888	0.36682224	0.35911763	-0.021690965	-0.009409547	0.21386832	0.036071956	0.03262192	0.21068817	0.12818682	0.04446721	0.020267844	0.045817733	-0.044045806	0.03838682	0.0053628683	-0.012883425	-0.013487816	0.0053477287	0.029460728	0.08364928	0.06879026	0.34391826	0.23711109	0.06834793	0.3935675	0.32602668	0.0411852	0.08473164	0.24702281	0.095434606	0.06408006	0.30118924	0.17371947	0.11481732	0.05964434	0.040043473	0.12016344	0.1799419	0.07349241	0.107412875	0.08628625	0.027539551
